taxonomy [copies/gr],taxa [copies/gr],DTN00I,DTN00J,DTN00K,DTN00L
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces capparidis,Streptomyces capparidis,96864,0,0,120643
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces cyaneofuscatus,Streptomyces cyaneofuscatus,96864,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces hoynatensis,Streptomyces hoynatensis,84757,0,102200,0
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces karpasiensis,Streptomyces karpasiensis,145296,6049607,408807,241283
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces lannensis,Streptomyces lannensis,72650,3696983,306603,0
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces phaeochromogenes,Streptomyces phaeochromogenes,811246,5713517,2827572,1115937
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces philanthi,Streptomyces philanthi,0,2352624,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces platensis,Streptomyces platensis,108975,0,136269,0
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces scabiei,Streptomyces scabiei,242164,1344359,0,120643
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces seoulensis,Streptomyces seoulensis,48432,0,238469,0
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sp.,Streptomyces sp.,3511371,33608924,1907759,1477863
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sulfonofaciens,Streptomyces sulfonofaciens,36325,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces thermocarboxydus,Streptomyces thermocarboxydus,3220775,26887141,783545,0
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces thermoviolaceus,Streptomyces thermoviolaceus,544868,4033072,306603,211123
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces tremellae,Streptomyces tremellae,556975,0,0,120643
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces violascens,Streptomyces violascens,60539,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces yanglinensis,Streptomyces yanglinensis,0,6049607,340672,0
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces zaomyceticus,Streptomyces zaomyceticus,145296,0,0,603210
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Yinghuangia aomiensis,Yinghuangia aomiensis,1428764,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Nocardiopsaceae;Nocardiopsis;Nocardiopsis dassonvillei,Nocardiopsis dassonvillei,72650,1344359,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Nocardiopsaceae;Thermobifida;Thermobifida fusca,Thermobifida fusca,133189,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Acrocarpospora;Acrocarpospora sp.,Acrocarpospora sp.,60539,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Microbispora;Microbispora corallina,Microbispora corallina,36325,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Microbispora;Microbispora rosea,Microbispora rosea,0,0,102200,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Nonomuraea;Nonomuraea kuesteri,Nonomuraea kuesteri,351136,23526248,306603,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Nonomuraea;Nonomuraea rhodomycinica,Nonomuraea rhodomycinica,0,1008269,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Nonomuraea;Nonomuraea sp.,Nonomuraea sp.,72650,0,170334,211123
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Planotetraspora;Planotetraspora sp.,Planotetraspora sp.,121082,0,374738,120643
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Sphaerisporangium;Sphaerisporangium sp.,Sphaerisporangium sp.,48432,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Streptosporangium;Streptosporangium roseum,Streptosporangium roseum,1586171,9410500,579141,271443
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Thermocatellispora;Thermocatellispora sp.,Thermocatellispora sp.,36325,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Thermopolyspora;Thermopolyspora flexuosa,Thermopolyspora flexuosa,339029,0,204403,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiales Incertae Sedis;Motilibacter;Motilibacter sp.,Motilibacter sp.,1186600,3696983,0,633370
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinoallomurus;Actinoallomurus bryophytorum,Actinoallomurus bryophytorum,48432,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinoallomurus;Actinoallomurus oryzae,Actinoallomurus oryzae,0,0,136269,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinocorallia;Actinocorallia libanotica,Actinocorallia libanotica,36325,5041338,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura;Actinomadura alba,Actinomadura alba,60539,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura;Actinomadura rubrobrunea,Actinomadura rubrobrunea,133189,0,102200,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura;Thermomonospora umbrina,Thermomonospora umbrina,60539,0,170334,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Thermobispora;Thermobispora bispora,Thermobispora bispora,326921,2688714,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Thermomonospora;Thermomonospora curvata,Thermomonospora curvata,145296,0,170334,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Thermomonospora;Thermomonospora sp.,Thermomonospora sp.,205839,0,272538,0
Bacteria;Actinobacteriota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;Rubrobacter sp.,Rubrobacter sp.,956546,3024803,953879,482567
Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella;Gaiella sp.,Gaiella sp.,14323975,60832155,35940831,8686210
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;Conexibacter arvalis,Conexibacter arvalis,278489,0,0,0
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;Conexibacter sp.,Conexibacter sp.,8076154,16804462,7222234,2925563
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;Conexibacter woesei,Conexibacter woesei,290596,2688714,238469,211123
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Parviterribacter;Parviterribacter kavangonensis,Parviterribacter kavangonensis,423786,0,272538,180963
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Parviterribacter;Parviterribacter multiflagellatus,Parviterribacter multiflagellatus,230057,0,0,0
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Parviterribacter;Parviterribacter sp.,Parviterribacter sp.,10098221,17140552,3679252,1055617
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Patulibacter;Patulibacter americanus,Patulibacter americanus,60539,0,0,0
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;Solirubrobacter soli,Solirubrobacter soli,14529814,42347245,8482717,4584390
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;Solirubrobacter sp.,Solirubrobacter sp.,36227671,108556828,19043531,11159367
Bacteria;Armatimonadota;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae;Chthonomonas;Chthonomonas sp.,Chthonomonas sp.,0,0,783545,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Arachidicoccus;Arachidicoccus ginsenosidivorans,Arachidicoccus ginsenosidivorans,60539,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Aurantisolimonas;Aurantisolimonas sp.,Aurantisolimonas sp.,2348986,3696983,1158283,150803
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga sp.,Chitinophaga sp.,472218,7057876,2589103,542887
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Cnuella;Cnuella sp.,Cnuella sp.,278489,3024803,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Dinghuibacter;Dinghuibacter sp.,Dinghuibacter sp.,230057,0,681341,241283
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Edaphobaculum;Edaphobaculum flavum,Edaphobaculum flavum,108975,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Edaphobaculum;Edaphobaculum sp.,Edaphobaculum sp.,20438607,7057876,783545,663530
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;Ferruginibacter sp.,Ferruginibacter sp.,7422314,12099214,1362686,150803
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flaviaesturariibacter;Flaviaesturariibacter luteus,Flaviaesturariibacter luteus,351136,0,136269,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flaviaesturariibacter;Flaviaesturariibacter sp.,Flaviaesturariibacter sp.,980761,3360893,102200,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavihumibacter;Flavihumibacter petaseus,Flavihumibacter petaseus,36325,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavihumibacter;Flavihumibacter solisilvae,Flavihumibacter solisilvae,0,0,102200,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter ginsengisoli,Flavisolibacter ginsengisoli,1247143,5377428,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter metallilatus,Flavisolibacter metallilatus,1380332,4705248,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter sp.,Flavisolibacter sp.,15873821,46380317,2452834,1146097
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter tropicus,Flavisolibacter tropicus,399571,9410500,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavitalea;Flavitalea gansuensis,Flavitalea gansuensis,1017086,2016534,1090148,90480
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavitalea;Flavitalea sp.,Flavitalea sp.,2869639,7057876,919814,482567
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Lacibacter;Lacibacter sp.,Lacibacter sp.,48432,0,238469,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Niabella;Niabella ginsengisoli,Niabella ginsengisoli,230057,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Niastella;Niastella hibisci,Niastella hibisci,0,0,170334,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Niastella;Niastella koreensis,Niastella koreensis,72650,0,136269,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Niastella;Niastella sp.,Niastella sp.,2227904,14787928,1635224,663530
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Parafilimonas;Parafilimonas sp.,Parafilimonas sp.,3632454,0,885745,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Parafilimonas;Parafilimonas terrae,Parafilimonas terrae,314814,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Parasegetibacter;Parasegetibacter luojiensis,Parasegetibacter luojiensis,0,3024803,102200,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Parasegetibacter;Parasegetibacter sp.,Parasegetibacter sp.,435893,2688714,953879,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Parasegetibacter;Parasegetibacter terrae,Parasegetibacter terrae,96864,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Pseudoflavitalea;Pseudoflavitalea sp.,Pseudoflavitalea sp.,60539,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Puia;Puia sp.,Puia sp.,3608236,1680445,1294552,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Rurimicrobium;Rurimicrobium sp.,Rurimicrobium sp.,96864,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Sediminibacterium;Sediminibacterium goheungense,Sediminibacterium goheungense,84757,0,136269,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Sediminibacterium;Sediminibacterium roseum,Sediminibacterium roseum,339029,0,0,180963
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Sediminibacterium;Sediminibacterium sp.,Sediminibacterium sp.,1658821,3024803,0,573050
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter koreensis,Segetibacter koreensis,871789,1680445,0,120643
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter sp.,Segetibacter sp.,9747086,12099214,0,573050
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Taibaiella;Taibaiella sp.,Taibaiella sp.,605411,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Taibaiella;Taibaiella yonginensis,Taibaiella yonginensis,48432,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;Terrimonas crocea,Terrimonas crocea,387461,0,170334,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;Terrimonas lutea,Terrimonas lutea,36325,3360893,170334,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;Terrimonas sp.,Terrimonas sp.,5787711,2016534,10390476,1930270
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Phaeodactylibacter;Phaeodactylibacter sp.,Phaeodactylibacter sp.,60539,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Algoriphagus;Algoriphagus sp.,Algoriphagus sp.,290596,0,374738,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Algoriphagus;Algoriphagus terrigena,Algoriphagus terrigena,290596,0,136269,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Fulvivirga;Fulvivirga sp.,Fulvivirga sp.,36325,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Imperialibacter;Imperialibacter sp.,Imperialibacter sp.,242164,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Tunicatimonas;Tunicatimonas sp.,Tunicatimonas sp.,72650,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cytophagaceae;Cytophaga;Cytophaga hutchinsonii,Cytophaga hutchinsonii,60539,0,0,90480
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cytophagaceae;Cytophaga;Cytophaga sp.,Cytophaga sp.,314814,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cytophagaceae;Rhodocytophaga;Rhodocytophaga aerolata,Rhodocytophaga aerolata,1840443,9410500,0,180963
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cytophagaceae;Rhodocytophaga;Rhodocytophaga sp.,Rhodocytophaga sp.,944439,4033072,0,150803
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cytophagaceae;Sporocytophaga;Sporocytophaga sp.,Sporocytophaga sp.,3777754,2016534,340672,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Adhaeribacter;Adhaeribacter aerolatus,Adhaeribacter aerolatus,0,5713517,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Adhaeribacter;Adhaeribacter aerophilus,Adhaeribacter aerophilus,193732,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Adhaeribacter;Adhaeribacter sp.,Adhaeribacter sp.,19821089,49741210,0,2322353
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Adhaeribacter;Adhaeribacter terrae,Adhaeribacter terrae,1452982,2688714,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Adhaeribacter;Adhaeribacter terreus,Adhaeribacter terreus,84757,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter sp.,Hymenobacter sp.,60539,1008269,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Nibribacter;Nibribacter koreensis,Nibribacter koreensis,60539,1344359,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Pontibacter;Pontibacter jeungdoensis,Pontibacter jeungdoensis,4080457,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Pontibacter;Pontibacter populi,Pontibacter populi,435893,1680445,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Pontibacter;Pontibacter ruber,Pontibacter ruber,72650,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Pontibacter;Pontibacter soli,Pontibacter soli,1610389,1008269,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Pontibacter;Pontibacter sp.,Pontibacter sp.,62381336,8402231,0,90480
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Rufibacter;Rufibacter immobilis,Rufibacter immobilis,96864,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Rufibacter;Rufibacter sp.,Rufibacter sp.,326921,0,0,90480
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Chryseolinea;Chryseolinea serpens,Chryseolinea serpens,0,6385697,238469,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Chryseolinea;Chryseolinea sp.,Chryseolinea sp.,4467918,16804462,715410,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Hassallia;Hassallia sp.,Hassallia sp.,4177321,7730052,4190259,965133
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Ohtaekwangia;Chryseolinea flava,Chryseolinea flava,72650,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Ohtaekwangia;Ohtaekwangia koreensis,Ohtaekwangia koreensis,205839,1008269,681341,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Ohtaekwangia;Ohtaekwangia kribbensis,Ohtaekwangia kribbensis,0,0,749476,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Ohtaekwangia;Ohtaekwangia sp.,Ohtaekwangia sp.,4467918,16804462,3236379,3709737
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Dyadobacter;Dyadobacter alkalitolerans,Dyadobacter alkalitolerans,0,0,0,120643
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Dyadobacter;Dyadobacter fermentans,Dyadobacter fermentans,738600,0,204403,90480
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Dyadobacter;Dyadobacter hamtensis,Dyadobacter hamtensis,145296,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Dyadobacter;Dyadobacter psychrophilus,Dyadobacter psychrophilus,60539,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Dyadobacter;Dyadobacter sediminis,Dyadobacter sediminis,217946,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Dyadobacter;Dyadobacter soli,Dyadobacter soli,217946,0,204403,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Dyadobacter;Dyadobacter sp.,Dyadobacter sp.,1428764,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Emticicia;Emticicia ginsengisoli,Emticicia ginsengisoli,84757,0,238469,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Emticicia;Emticicia soli,Emticicia soli,96864,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Larkinella;Larkinella sp.,Larkinella sp.,1610389,0,136269,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Rhabdobacter;Rhabdobacter sp.,Rhabdobacter sp.,48432,1680445,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Rhabdobacter;Telluribacter humicola,Telluribacter humicola,1598279,1008269,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Spirosoma;Spirosoma sp.,Spirosoma sp.,169514,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;Fluviicola riflensis,Fluviicola riflensis,36325,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;Fluviicola sp.,Fluviicola sp.,205839,0,136269,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Arenibacter;Arenibacter sp.,Arenibacter sp.,36325,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium aquidurense,Flavobacterium aquidurense,96864,1008269,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium arsenitoxidans,Flavobacterium arsenitoxidans,96864,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium chilense,Flavobacterium chilense,121082,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium commune,Flavobacterium commune,48432,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium daejeonense,Flavobacterium daejeonense,36325,0,170334,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium effusum,Flavobacterium effusum,121082,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium flevense,Flavobacterium flevense,266379,0,0,90480
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium glaciei,Flavobacterium glaciei,0,0,0,90480
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium hauense,Flavobacterium hauense,690168,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium nitratireducens,Flavobacterium nitratireducens,0,0,681341,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium nitrogenifigens,Flavobacterium nitrogenifigens,0,0,408807,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium qiangtangense,Flavobacterium qiangtangense,108975,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium saccharophilum,Flavobacterium saccharophilum,774925,0,136269,90480
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium sp.,Flavobacterium sp.,7240689,12435303,10663014,1598503
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium subsaxonicum,Flavobacterium subsaxonicum,36325,0,0,211123
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium succinicans,Flavobacterium succinicans,242164,2352624,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium suzhouense,Flavobacterium suzhouense,121082,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium terrigena,Flavobacterium terrigena,48432,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium ummariense,Flavobacterium ummariense,0,2016534,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium verecundum,Flavobacterium verecundum,0,0,340672,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Salegentibacter;Salegentibacter chungangensis,Salegentibacter chungangensis,145296,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Salinimicrobium;Salinimicrobium sp.,Salinimicrobium sp.,617518,5041338,0,120643
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Vitellibacter;Vitellibacter aquimaris,Vitellibacter aquimaris,36325,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Chryseobacterium ginsenosidimutans,Chryseobacterium ginsenosidimutans,72650,0,0,0
