taxonomy [copies/gr],taxa [copies/gr],DTN00I,DTN00J,DTN00K,DTN00L
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudoxanthobacter;Pseudoxanthobacter sp.,Pseudoxanthobacter sp.,230057,0,0,120643
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Rhodoplanes;Rhodoplanes piscinae,Rhodoplanes piscinae,217946,1008269,204403,90480
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Rhodoplanes;Rhodoplanes sp.,Rhodoplanes sp.,12277693,50413386,18464390,8595730
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Rhodopseudomonas;Rhodopseudomonas boonkerdii,Rhodopseudomonas boonkerdii,108975,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Rhodopseudomonas;Rhodopseudomonas sp.,Rhodopseudomonas sp.,472218,0,579141,211123
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Starkeya;Starkeya novella,Starkeya novella,48432,0,476941,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Tardiphaga;Tardiphaga sp.,Tardiphaga sp.,60539,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Variibacter;Variibacter sp.,Variibacter sp.,72650,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Albidovulum;Albidovulum sp.,Albidovulum sp.,60539,0,0,361927
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Albimonas;Albimonas donghaensis,Albimonas donghaensis,351136,1008269,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Albimonas;Albimonas pacifica,Albimonas pacifica,956546,1008269,408807,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amaricoccus;Amaricoccus sp.,Amaricoccus sp.,8173021,15124017,4019921,1809627
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amaricoccus;Amaricoccus tamworthensis,Amaricoccus tamworthensis,36325,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amaricoccus;Tetracoccus cechii,Tetracoccus cechii,0,1344359,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Cereibacter;Cereibacter changlensis,Cereibacter changlensis,121082,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Defluviimonas;Defluviimonas sp.,Defluviimonas sp.,60539,0,238469,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Falsirhodobacter;Falsirhodobacter sp.,Falsirhodobacter sp.,387461,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Gemmobacter;Gemmobacter sp.,Gemmobacter sp.,0,0,204403,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Limibaculum;Limibaculum sp.,Limibaculum sp.,1004979,2016534,136269,392087
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Oceanicella;Oceanicella actignis,Oceanicella actignis,448004,1344359,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus homiensis,Paracoccus homiensis,36325,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus koreensis,Paracoccus koreensis,460111,0,102200,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus marcusii,Paracoccus marcusii,48432,2016534,102200,120643
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus marinus,Paracoccus marinus,0,0,204403,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus solventivorans,Paracoccus solventivorans,72650,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus sp.,Paracoccus sp.,6550525,19829266,647276,301603
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus yeei,Paracoccus yeei,690168,0,136269,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Profundibacterium;Profundibacterium mesophilum,Profundibacterium mesophilum,0,0,102200,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudorhodobacter;Pseudorhodobacter aquaticus,Pseudorhodobacter aquaticus,0,0,272538,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudorhodobacter;Pseudorhodobacter sp.,Pseudorhodobacter sp.,0,0,238469,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter;Rhodobacter maris,Rhodobacter maris,48432,0,0,180963
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter;Rhodobacter sp.,Rhodobacter sp.,0,0,1464886,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter;Rhodobacter sphaeroides,Rhodobacter sphaeroides,0,0,476941,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodovulum;Rhodovulum sp.,Rhodovulum sp.,96864,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium;Rubellimicrobium mesophilum,Rubellimicrobium mesophilum,145296,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium;Rubellimicrobium roseum,Rubellimicrobium roseum,326921,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium;Rubellimicrobium sp.,Rubellimicrobium sp.,8185129,30584121,1022014,1176257
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tabrizicola;Tabrizicola aquatica,Tabrizicola aquatica,0,0,170334,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thioclava;Thioclava pacifica,Thioclava pacifica,399571,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thioclava;Thioclava sp.,Thioclava sp.,0,0,0,90480
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospirillaceae;Telmatospirillum;Telmatospirillum sp.,Telmatospirillum sp.,36325,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Altererythrobacter;Altererythrobacter aestuarii,Altererythrobacter aestuarii,520650,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Altererythrobacter;Altererythrobacter dongtanensis,Altererythrobacter dongtanensis,1731468,1344359,306603,211123
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Altererythrobacter;Altererythrobacter epoxidivorans,Altererythrobacter epoxidivorans,36325,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Altererythrobacter;Altererythrobacter sp.,Altererythrobacter sp.,24845982,29239766,7494769,4493907
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Altererythrobacter;Oculatella atacamensis,Oculatella atacamensis,242164,1344359,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Croceicoccus;Croceicoccus naphthovorans,Croceicoccus naphthovorans,0,0,340672,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Erythrobacter luteus,Erythrobacter luteus,460111,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Erythrobacter sp.,Erythrobacter sp.,230057,0,136269,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Hephaestia;Hephaestia sp.,Hephaestia sp.,2070500,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium fluoreni,Novosphingobium fluoreni,72650,0,0,90480
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium ginsenosidimutans,Novosphingobium ginsenosidimutans,0,0,0,271443
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium naphthalenivorans,Novosphingobium naphthalenivorans,448004,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium resinovorum,Novosphingobium resinovorum,7809775,0,0,392087
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp.,Novosphingobium sp.,10049789,5377428,3406714,633370
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Porphyrobacter;Erythromicrobium ramosum,Erythromicrobium ramosum,448004,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Porphyrobacter;Porphyrobacter tepidarius,Porphyrobacter tepidarius,980761,0,1260483,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandaracinobacter;Sandaracinobacter sp.,Sandaracinobacter sp.,0,0,170334,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingoaurantiacus;Sphingoaurantiacus polygranulatus,Sphingoaurantiacus polygranulatus,0,2352624,0,331763
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingoaurantiacus;Sphingoaurantiacus sp.,Sphingoaurantiacus sp.,375354,4705248,374738,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium amiense,Sphingobium amiense,0,0,102200,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium herbicidovorans,Sphingobium herbicidovorans,0,0,0,120643
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp.,Sphingobium sp.,653843,0,442872,241283
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium vermicomposti,Sphingobium vermicomposti,0,2016534,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium vulgare,Sphingobium vulgare,84757,0,102200,180963
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingomonas agrestis,Sphingomonas agrestis,665950,13107479,102200,301603
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Rhizorhabdus argentea,Rhizorhabdus argentea,60539,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Rhizorhabdus dicambivorans,Rhizorhabdus dicambivorans,0,0,476941,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas aerophila,Sphingomonas aerophila,72650,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas astaxanthinifaciens,Sphingomonas astaxanthinifaciens,48432,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas changbaiensis,Sphingomonas changbaiensis,242164,1344359,511007,271443
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas cynarae,Sphingomonas cynarae,60539,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas daechungensis,Sphingomonas daechungensis,4044132,13443569,4190259,1296900
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas dokdonensis,Sphingomonas dokdonensis,60539,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas flava,Sphingomonas flava,169514,1344359,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas haloaromaticamans,Sphingomonas haloaromaticamans,36325,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas hankyongensis,Sphingomonas hankyongensis,84757,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas humi,Sphingomonas humi,60539,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas hunanensis,Sphingomonas hunanensis,205839,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas jaspsi,Sphingomonas jaspsi,423786,4369159,1703359,271443
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas kaistensis,Sphingomonas kaistensis,60539,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas koreensis,Sphingomonas koreensis,84757,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas leidyi,Sphingomonas leidyi,0,0,204403,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas lutea,Sphingomonas lutea,0,0,238469,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas mali,Sphingomonas mali,871789,0,340672,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas melonis,Sphingomonas melonis,411679,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas mucosissima,Sphingomonas mucosissima,0,0,0,965133
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas naasensis,Sphingomonas naasensis,1913093,4033072,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas naphthae,Sphingomonas naphthae,48432,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas oryziterrae,Sphingomonas oryziterrae,0,0,1124217,241283
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas palustris,Sphingomonas palustris,363246,2688714,0,150803
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas psychrolutea,Sphingomonas psychrolutea,96864,1680445,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas soli,Sphingomonas soli,84757,0,0,211123
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp.,Sphingomonas sp.,55927679,152248431,30830759,20388467
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas turrisvirgatae,Sphingomonas turrisvirgatae,0,0,0,211123
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas wittichii,Sphingomonas wittichii,460111,2016534,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas yunnanensis,Sphingomonas yunnanensis,266379,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas zeicaulis,Sphingomonas zeicaulis,460111,5713517,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis alaskensis,Sphingopyxis alaskensis,193732,0,1158283,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis sp.,Sphingopyxis sp.,72650,0,1124217,120643
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingosinicella;Sphingosinicella vermicomposti,Sphingosinicella vermicomposti,314814,3360893,102200,150803
Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Alysiosphaera;Alysiosphaera sp.,Alysiosphaera sp.,3729318,9410500,3713317,1749307
Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Alysiosphaera;Halyseosphaera europeae,Halyseosphaera europeae,36325,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Arboricoccus;Arboricoccus sp.,Arboricoccus sp.,181621,0,0,180963
Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Geminicoccus;Geminicoccus sp.,Geminicoccus sp.,5327600,10082676,919814,512727
Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Sulfurifustis;Sulfurifustis sp.,Sulfurifustis sp.,0,0,136269,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Advenella;Advenella kashmirensis,Advenella kashmirensis,157407,2352624,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella bronchialis,Bordetella bronchialis,84757,1008269,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Verticiella;Verticiella sp.,Verticiella sp.,278489,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia;Burkholderia gladioli,Burkholderia gladioli,0,0,0,150803
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia;Caballeronia glathei,Caballeronia glathei,0,0,238469,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia;Caballeronia zhejiangensis,Caballeronia zhejiangensis,72650,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia;Paraburkholderia caribensis,Paraburkholderia caribensis,230057,0,613207,573050
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia;Paraburkholderia xenovorans,Paraburkholderia xenovorans,0,0,204403,150803
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia;Trinickia soli,Trinickia soli,48432,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus campinensis,Cupriavidus campinensis,72650,1008269,511007,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus necator,Cupriavidus necator,0,2016534,647276,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus taiwanensis,Cupriavidus taiwanensis,0,0,170334,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia;Lautropia sp.,Lautropia sp.,2627475,4369159,170334,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter;Limnobacter sp.,Limnobacter sp.,520650,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinimonadaceae;Chitinimonas;Chitinimonas sp.,Chitinimonas sp.,0,0,102200,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax facilis,Acidovorax facilis,96864,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax konjaci,Acidovorax konjaci,4940136,15796197,1226417,1508023
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax oryzae,Acidovorax oryzae,254271,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax sp.,Acidovorax sp.,823357,0,374738,331763
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Aquabacterium;Aquabacterium commune,Aquabacterium commune,0,5041338,272538,120643
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Aquabacterium;Aquabacterium sp.,Aquabacterium sp.,0,0,238469,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Azohydromonas;Azohydromonas sp.,Azohydromonas sp.,435893,0,2112162,482567
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Caenimonas;Caenimonas sp.,Caenimonas sp.,1670929,2688714,1941828,331763
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;Comamonas sp.,Comamonas sp.,278489,9410500,3917721,2593800
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;Hydrogenophaga sp.,Hydrogenophaga sp.,0,0,272538,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Ideonella;Ideonella dechloratans,Ideonella dechloratans,0,4369159,749476,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Ideonella;Ideonella sp.,Ideonella sp.,266379,0,919814,241283
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix;Leptothrix sp.,Leptothrix sp.,363246,1008269,272538,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Methylibium;Methylibium sp.,Methylibium sp.,1101843,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Paucibacter;Paucibacter toxinivorans,Paucibacter toxinivorans,0,2688714,1635224,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Pelomonas;Pelomonas aquatica,Pelomonas aquatica,60539,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Pelomonas;Pelomonas saccharophila,Pelomonas saccharophila,0,0,511007,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Piscinibacter;Piscinibacter aquaticus,Piscinibacter aquaticus,0,0,170334,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas;Polaromonas sp.,Polaromonas sp.,0,0,0,150803
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Pseudorhodoferax;Pseudorhodoferax aquiterrae,Pseudorhodoferax aquiterrae,145296,0,0,120643
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter;Ramlibacter sp.,Ramlibacter sp.,12422993,42683334,3202310,1658823
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhizobacter;Rhizobacter gummiphilus,Rhizobacter gummiphilus,1210818,12435303,919814,331763
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhizobacter;Rhizobacter sp.,Rhizobacter sp.,4395268,11427034,6200221,965133
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;Rhodoferax fermentans,Rhodoferax fermentans,48432,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;Rhodoferax koreense,Rhodoferax koreense,326921,0,0,90480
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;Rhodoferax saidenbachensis,Rhodoferax saidenbachensis,0,0,1464886,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;Rhodoferax sp.,Rhodoferax sp.,48432,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;Variovorax ginsengisoli,Variovorax ginsengisoli,544868,0,0,271443
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;Variovorax paradoxus,Variovorax paradoxus,2990721,6049607,4394662,693690
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;Variovorax soli,Variovorax soli,0,0,102200,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;Variovorax sp.,Variovorax sp.,0,0,204403,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Verminephrobacter;Verminephrobacter sp.,Verminephrobacter sp.,36325,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Xenophilus;Xenophilus aerolatus,Xenophilus aerolatus,0,10418766,5723279,1085777
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Methylobacillus;Methylobacillus flagellatus,Methylobacillus flagellatus,787032,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Methylobacillus;Methylobacillus sp.,Methylobacillus sp.,411679,1344359,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Methylotenera;Methylotenera sp.,Methylotenera sp.,230057,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Methylotenera;Methylotenera versatilis,Methylotenera versatilis,0,0,170334,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Nitrosomonas;Nitrosomonas communis,Nitrosomonas communis,48432,0,170334,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Nitrosomonas;Nitrosomonas sp.,Nitrosomonas sp.,290596,3024803,1975893,0
